iDigi, layerId, moduleId, iSector, secCol, secRow, digiAddress
218923,3,1,1,72,8,1209041205
219046,3,1,1,72,9,1209172277
219156,3,1,1,72,10,1209303349
219233,3,1,1,72,11,1209434421
219450,3,1,1,73,0,1224769845
220133,3,1,1,73,1,1224900917
220680,3,1,1,73,2,1225031989
221501,3,1,1,73,5,1225425205
221656,3,1,1,73,6,1225556277
221812,3,1,1,73,7,1225687349
221947,3,1,1,73,8,1225818421
222068,3,1,1,73,9,1225949493
222175,3,1,1,73,10,1226080565
222250,3,1,1,73,11,1226211637
222461,3,1,1,74,0,1241547061
223130,3,1,1,74,1,1241678133
223672,3,1,1,74,2,1241809205
224494,3,1,1,74,5,1242202421
224647,3,1,1,74,6,1242333493
224801,3,1,1,74,7,1242464565
224933,3,1,1,74,8,1242595637
225055,3,1,1,74,9,1242726709
225161,3,1,1,74,10,1242857781
225234,3,1,1,74,11,1242988853
225444,3,1,1,75,0,1258324277
226107,3,1,1,75,1,1258455349
226638,3,1,1,75,2,1258586421
227443,3,1,1,75,5,1258979637
227591,3,1,1,75,6,1259110709
227739,3,1,1,75,7,1259241781
227871,3,1,1,75,8,1259372853
227993,3,1,1,75,9,1259503925
228096,3,1,1,75,10,1259634997
